task_segments.thisRepN,task_segments.thisTrialN,task_segments.thisN,task_segments.thisIndex,task_segments.thisTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.thisTrial,instructions_key.keys,instructions_key.rt,response,response_time,ISI,interval,time,block_number,trial_number,score,correct,p_short,v_short,c_short,v_long,c_long,response.keys,response.rt,date,frameRate,expName,session,participant,
0,0,0,0,None,17,0,17,0,None,,,left,0.350922822952,1.12812948833,3,109.450499058,1,18,17,True,0.5,1,0,1,0,,,2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,17,0,17,0,None,,,right,2.65722584724,1.12812948833,3,109.450499058,1,18,17,True,0.5,1,0,1,0,,,2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,17,0,17,0,None,,,,,,,,,,,,,,,,,"['left', 'right']","[0.3509228229522705, 2.6572258472442627]",2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,18,0,18,0,None,,,left,0.301832199097,0.75091797844,2,116.200617075,1,19,18,True,0.5,1,0,1,0,,,2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,18,0,18,0,None,,,,,,,,,,,,,,,,,['left'],[0.3018321990966797],2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,19,0,19,0,None,,,left,0.736468076706,0.738160127485,2,121.52080512,1,20,19,True,0.5,1,0,1,0,,,2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,19,0,19,0,None,,,,,,,,,,,,,,,,,['left'],[0.7364680767059326],2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,20,0,20,0,None,,,left,0.385312080383,0.701499927256,2,126.827157021,1,21,20,True,0.5,1,0,1,0,,,2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,20,0,20,0,None,,,,,,,,,,,,,,,,,['left'],[0.3853120803833008],2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,21,0,21,0,None,,,left,0.903702020645,1.33183264568,2,132.079721212,1,22,21,True,0.5,1,0,1,0,,,2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,21,0,21,0,None,,,,,,,,,,,,,,,,,['left'],[0.9037020206451416],2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,22,0,22,0,None,,,left,1.18680095673,0.583782784116,2,137.965041161,1,23,22,True,0.5,1,0,1,0,,,2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,22,0,22,0,None,,,,,,,,,,,,,,,,,['left'],[1.1868009567260742],2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,23,0,23,0,None,,,left,0.385769844055,1.17051990994,2,143.093654156,1,24,23,True,0.5,1,0,1,0,,,2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,23,0,23,0,None,,,,,,,,,,,,,,,,,['left'],[0.3857698440551758],2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,24,0,24,0,None,,,left,0.887512922287,0.716391950436,2,148.798654079,1,25,24,True,0.5,1,0,1,0,,,2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,24,0,24,0,None,,,,,,,,,,,,,,,,,['left'],[0.8875129222869873],2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,25,0,25,0,None,,,left,0.519150018692,1.40349587897,3,154.060956001,1,26,25,True,0.5,1,0,1,0,,,2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,25,0,25,0,None,,,right,2.12107896805,1.40349587897,3,154.060956001,1,26,25,True,0.5,1,0,1,0,,,2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,25,0,25,0,None,,,,,,,,,,,,,,,,,"['left', 'right']","[0.5191500186920166, 2.1210789680480957]",2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,26,0,26,0,None,,,left,0.669497013092,0.794638743008,3,161.036469221,1,27,26,True,0.5,1,0,1,0,,,2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,26,0,26,0,None,,,right,2.95732712746,0.794638743008,3,161.036469221,1,27,26,True,0.5,1,0,1,0,,,2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,26,0,26,0,None,,,,,,,,,,,,,,,,,"['left', 'right']","[0.669497013092041, 2.957327127456665]",2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,27,0,27,0,None,,,left,0.667052030563,1.41739697957,3,167.34909606,1,28,27,True,0.5,1,0,1,0,,,2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,27,0,27,0,None,,,right,2.40671491623,1.41739697957,3,167.34909606,1,28,27,True,0.5,1,0,1,0,,,2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,27,0,27,0,None,,,,,,,,,,,,,,,,,"['left', 'right']","[0.6670520305633545, 2.406714916229248]",2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,28,0,28,0,None,,,left,0.86936211586,1.32715158244,2,174.319849014,1,29,28,True,0.5,1,0,1,0,,,2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,28,0,28,0,None,,,,,,,,,,,,,,,,,['left'],[0.8693621158599854],2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,29,0,29,0,None,,,left,1.26988887787,0.568357764622,3,180.175956011,1,30,29,True,0.5,1,0,1,0,,,2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,29,0,29,0,None,,,right,2.70807790756,0.568357764622,3,180.175956011,1,30,29,True,0.5,1,0,1,0,,,2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,29,0,29,0,None,,,,,,,,,,,,,,,,,"['left', 'right']","[1.2698888778686523, 2.708077907562256]",2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,30,0,30,0,None,,,left,0.886546134949,1.13710375758,2,186.336959124,1,31,30,True,0.5,1,0,1,0,,,2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,30,0,30,0,None,,,,,,,,,,,,,,,,,['left'],[0.8865461349487305],2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
0,0,0,0,None,31,0,31,0,None,,,nan,nan,1.01045370029,2,192.099984169,1,32,30,False,0.5,1,0,1,0,,,2016_Mar_16_1047,59.9678021692,switch_task,002,DMF,
